From,To,Count
4157,3416,2
4157,5098,2
4157,5222,2
4158,3296,27
4159,3032,3
4159,4657,3
4160,591,5
4160,2076,3
4160,3377,3
4160,4420,3
4160,6433,5
4161,971,2
4161,1424,6
4161,1922,4
4161,2607,3
4161,3028,3
4161,3031,3
4161,4013,5
4161,4758,6
4161,5426,3
4161,5428,5
4161,6356,12
4162,4627,2
4162,6055,2
4163,2722,3
4163,3571,15
4163,4034,12
4163,4076,6
4164,2715,1
4164,2791,1
4164,4164,1
4164,5294,2
4165,1926,8
4165,2208,4
4165,4165,4
4166,2719,2
4166,2794,2
4166,2802,2
4166,4811,2
4167,4177,3
4167,4479,3
4168,1795,2
4168,3608,4
4169,1208,1
4169,1648,2
4170,493,4
4170,648,4
4170,1772,2
4170,2208,2
4170,2291,2
4170,3343,3
4170,3994,1
4171,1537,3
4171,4171,3
4172,3377,1
4172,4172,1
4172,4420,3
4172,4442,1
4172,5603,1
4173,121,1
4173,321,23
4173,1426,10
4173,2438,3
4173,2455,1
4173,2668,1
4173,2790,14
4173,3003,5
4173,3487,7
4173,3862,26
4173,4072,6
4173,4303,26
4173,4941,8
4173,5461,3
4173,5576,1
4173,5742,1
4173,6163,3
4174,754,2
4174,794,4
4174,1374,4
4174,1801,3
4174,2731,3
4174,3303,3
4174,3312,2
4174,3443,1
4174,4815,3
4174,5066,2
4174,5315,3
4174,6051,1
4174,6404,3
4175,558,2
4175,2651,3
4175,3014,1
4176,95,5
4176,235,42
4176,292,3
4176,378,2
4176,492,5
4176,591,1
4176,971,3
4176,995,3
4176,1025,12
4176,1034,48
4176,1041,1
4176,1168,3
4176,1421,1
4176,1475,21
4176,1564,4
4176,1609,6
4176,1778,2
4176,2186,1
4176,2329,3
4176,2458,19
4176,2651,1
4176,2709,14
4176,2782,9
4176,2802,3
4176,2958,1
4176,3117,1
4176,3128,21
4176,3244,1
4176,3245,8
4176,3252,5
4176,3281,1
4176,3377,4
4176,3407,4
4176,3478,1
4176,3557,6
4176,3558,79
4176,3738,27
4176,3770,2
4176,3855,8
4176,4055,6
4176,4095,11
4176,4174,3
4176,4176,4
4176,4309,3
4176,4420,1
4176,4426,6
4176,4499,10
4176,4517,2
4176,4529,2
4176,4763,6
4176,4815,12
4176,4934,1
4176,4941,4
4176,5010,4
4176,5118,7
4176,5120,5
4176,5686,1
4176,5687,2
4176,5841,1
4176,5855,1
4176,5895,5
4176,6061,10
4176,6087,3
4176,6185,1
4176,6250,24
4176,6286,3
4176,6356,4
4176,6563,20
4176,6584,1
4177,4041,6
4177,4167,3
4178,687,3
4178,750,3
4179,128,4
4179,183,4
4180,396,4
4180,556,2
4180,3416,2
4180,3475,2
4180,5898,2
4180,6055,2
4180,6578,2
4181,3003,6
4182,2565,2
4183,3994,1
4183,5508,2
4183,5838,2
4183,6055,23
4184,2734,1
4184,3862,3
4185,696,3
4186,4183,2
4186,5508,6
4187,971,1
4187,6414,3
4188,544,3
4188,2291,14
4188,2299,3
4188,2368,3
4188,2719,23
4188,3862,1
4188,4043,23
4188,5910,14
4188,6504,37
4189,4,1
4189,65,1
4189,378,3
4189,438,1
4189,479,2
4189,536,5
4189,574,3
4189,749,10
4189,776,1
4189,787,312
4189,838,2
4189,951,300
4189,1021,2
4189,1034,2
4189,1066,40
4189,1112,1
4189,1195,39
4189,1213,8
4189,1354,4
4189,1413,2
4189,1627,52
4189,1838,21
4189,1919,134
4189,1949,385
4189,2076,24
4189,2077,1
4189,2128,6
4189,2142,17
4189,2265,2
4189,2344,28
4189,2346,4
4189,2363,2
4189,2371,9
4189,2458,6
4189,2528,12
4189,2590,2
4189,2633,23
4189,2651,9
4189,2664,100
4189,2703,2
4189,2746,9
4189,2805,2
4189,2865,153
4189,3203,3
4189,3245,2
4189,3407,12
4189,3420,45
4189,3787,313
4189,3883,211
4189,4108,1
4189,4172,1
4189,4176,13
4189,4189,12
4189,4250,2
4189,4364,5
4189,4420,55
4189,4487,454
4189,4601,1
4189,4810,9
4189,4844,51
4189,4882,53
4189,4941,25
4189,4942,32
4189,5010,3
4189,5022,56
4189,5075,12
4189,5078,5
4189,5284,6
4189,5352,3
4189,5383,16
4189,5384,2
4189,5446,6
4189,5559,3
4189,5644,2
4189,5828,3
4189,5836,6
4189,5841,5
4189,5855,26
4189,5916,19
4189,5989,10
4189,6007,1
4189,6090,15
4189,6179,6
4189,6185,11
4189,6196,207
4189,6215,287
4189,6271,6
4189,6277,22
4189,6345,3
4189,6357,63
4189,6484,2
4189,6563,3
4190,2410,12
4190,3057,3
4190,4034,18
4190,4076,3
4191,1367,1
4191,2749,4
4191,2877,1
4191,3862,2
4191,5185,1
4192,6356,8
4194,168,46
4194,768,20
4194,1449,3
4194,1789,9
4194,2347,10
4194,3048,16
4194,3075,3
4194,3223,6
4194,4072,19
4194,4194,4
4194,4347,2
4194,4855,2
4194,5213,12
4194,6055,6
4195,171,7
4195,178,7
4195,180,8
4195,188,17
4195,206,13
4195,303,25
4195,321,5
4195,359,6
4195,514,4
4195,583,2
4195,596,6
4195,619,24
4195,670,5
4195,755,6
4195,1106,6
4195,1329,1
4195,1419,29
4195,1454,7
4195,1455,10
4195,1830,2
4195,1843,20
4195,1851,6
4195,2136,5
4195,2211,4
4195,2229,7
4195,2231,7
4195,2291,7
4195,2293,8
4195,2340,5
4195,2350,2
4195,2397,2
4195,2545,19
4195,2553,6
4195,2564,13
4195,2572,37
4195,2648,6
4195,2719,102
4195,2749,12
4195,2944,4
4195,2952,6
4195,2968,21
4195,2969,4
4195,2993,5
4195,3001,8
4195,3029,5
4195,3115,10
4195,3118,2
4195,3123,5
4195,3257,13
4195,3265,9
4195,3299,20
4195,3390,4
4195,3391,6
4195,3416,30
4195,3714,4
4195,3726,12
4195,3759,30
4195,3818,5
4195,3839,13
4195,3901,2
4195,3963,2
4195,3964,2
4195,4036,21
4195,4060,52
4195,4067,4
4195,4124,1
4195,4140,6
4195,4195,1
4195,4196,7
4195,4260,4
4195,4275,7
4195,4509,13
4195,4755,4
4195,4828,2
4195,4840,21
4195,4867,11
4195,4887,11
4195,5121,12
4195,5182,2
4195,5193,17
4195,5213,9
4195,5214,68
4195,5268,12
4195,5298,8
4195,5370,19
4195,5485,2
4195,5554,7
4195,5564,1
4195,5682,4
4195,5710,27
4195,5793,13
4195,5800,4
4195,5817,5
4195,5827,14
4195,5910,162
4195,5947,6
4195,5979,4
4195,5982,12
4195,6008,4
4195,6117,5
4195,6179,15
4195,6243,23
4195,6373,3
4195,6375,4
4195,6521,8
4196,206,19
4196,292,2
4196,383,2
4196,2138,2
4196,2291,3
4196,2331,9
4196,2512,7
4196,2999,3
4196,3039,1
4196,3862,2
4196,3964,14
4196,5025,2
4196,5817,2
4196,5910,32
4196,6414,20
4196,6533,4
4196,6534,2
4197,1026,13
4197,1328,6
4197,3186,6
4197,5325,3
4198,3024,1
4198,3444,1
4198,4345,1
4198,6246,1
4198,6354,1
4199,1049,3
4199,4312,3
4199,4621,4
4200,1688,2
4200,2719,2
4200,3001,2
4201,352,1
4201,2512,3
4201,6152,1
4201,6242,1
4202,2208,8
4202,4077,10
4203,421,1
4203,1333,2
4203,1384,1
4203,2752,2
4203,3444,2
4203,4435,1
4203,4521,2
4203,5877,1
4204,1026,7
4204,2562,2
4204,4934,1
4205,1540,7
4205,2208,5
4205,3994,24
4205,5195,1
4205,5465,3
4205,5838,19
4205,5967,16
4206,753,1
4206,1419,1
4206,2607,1
4206,3862,4
4206,4043,2
4206,4758,1
4207,1937,1
4207,2438,6
4207,2458,1
4207,2553,12
4207,2565,6
4207,3259,12
4207,4941,1
4207,5222,12
4207,5345,6
4208,489,2
4208,2719,3
4208,5989,18
4209,1760,3
4209,1919,3
4210,3416,3
4210,4051,3
4211,2171,2
4212,2208,12
4213,321,6
4213,4213,2
4213,6055,2
4214,93,1
4214,127,1
4214,463,1
4214,1415,1
4214,2441,1
4214,4972,1
4214,5259,1
4214,6211,1
4214,6394,1
4215,2749,4
4216,5508,12
4218,3433,66
4218,5461,66
4219,4515,22
4220,5508,4
4222,1026,2
4222,1773,1
4222,4303,2
4223,2979,7
4224,1221,8
4225,846,2
4225,3703,2
4225,4072,4
4228,4108,13
4228,4228,1
4229,1864,3
4229,3444,1
4229,4229,3
4230,2397,2
4230,4234,2
4230,5635,2
4231,3068,2
4231,5508,2
4233,544,15
4234,103,3
4234,117,4
4234,171,12
4234,200,10
4234,443,6
4234,505,8
4234,583,23
4234,806,2
4234,1072,6
4234,1231,8
4234,1705,1
4234,1816,5
4234,2218,6
4234,2319,6
4234,2350,2
4234,2397,11
4234,2671,3
4234,2692,81
4234,2719,52
4234,2916,11
4234,3118,2
4234,3521,3
4234,3797,2
4234,4136,2
4234,4234,23
4234,4441,2
4234,4509,2
4234,4587,2
4234,4840,8
4234,5318,2
4234,5485,12
4234,5635,42
4234,5982,4
4234,5989,15
4234,6262,6
4235,1150,12
4236,1847,2
4236,6521,2
4237,5444,3
4238,310,4
4238,321,3
4238,1049,5
4238,1822,2
4238,2187,1
4238,2292,1
4238,3402,1
4238,3717,2
4238,3903,1
4238,5275,1
4238,5461,17
4238,5596,1
4238,5807,1
4238,6504,6
4239,722,3
4239,730,3
4239,1961,2
4239,5838,1
4239,6055,2
4239,6266,3
4240,536,21
4240,3343,24
4240,5912,18
4241,533,1
4241,1241,3
4241,2459,1
4241,3039,1
4241,3120,3
4241,3306,3
4241,3778,3
4241,3862,1
4241,4526,3
4241,5098,1
4241,5375,3
4241,6101,3
4242,5508,4
4244,265,2
4244,1374,147
4244,2614,2
4244,4055,1
4244,5803,3
4244,6147,5
4245,544,18
4245,1720,3
4246,2141,3
4246,3469,5
4246,4390,10
4246,6385,3
4247,1026,2
4247,1796,1
4247,1847,8
4247,4026,1
4247,5508,1
4247,5603,1
4247,5861,1
4248,2231,3
4248,5214,3
4249,1026,3
4249,2881,6
4249,4942,5
4250,378,1
4250,626,5
4250,729,2
4250,892,2
4250,1037,1
4250,1052,1
4250,1072,1
4250,1327,2
4250,1490,2
4250,1847,8
4250,2049,3
4250,2077,8
4250,2407,1
4250,2651,3
4250,2717,17
4250,2728,2
4250,2979,9
4250,3107,1
4250,3450,2
4250,3712,1
4250,3795,1
4250,3960,1
4250,4072,30
4250,4179,2
4250,4189,1
4250,4390,2
4250,4420,1
4250,5408,2
4250,5508,28
4250,5807,2
4250,5984,9
4250,6065,2
4250,6181,1
4250,6253,14
4250,6274,2
4250,6534,4
4251,721,2
4251,2125,2
4251,2987,2
4252,3028,12
4253,242,2
4253,421,2
4253,1384,1
4253,1463,2
4253,1557,3
4253,1651,2
4253,2149,2
4253,2823,3
4253,4203,4
4253,4525,1
4253,4762,1
4253,4933,1
4253,5230,2
4253,5877,1
4253,5909,1
4253,6530,1
4254,1073,3
4254,4382,1
4254,5910,6
4254,6414,3
4255,2322,1
4255,3900,2
4255,4255,2
4255,5214,2
4255,5428,2
4255,5836,2
4256,3180,6
4257,3994,2
4257,4072,5
4258,556,5
4258,647,6
4258,1289,3
4258,2037,1
4258,2288,3
4258,3022,3
4258,3323,3
4258,3546,1
4258,4093,3
4258,4258,2
4258,4358,3
4258,5193,6
4258,5299,1
4258,5340,7
4258,5345,4
4258,5461,20
4258,5968,3
4258,6504,4
4259,1327,2
4259,1374,7
4259,1919,3
4259,3211,8
4259,3301,2
4260,753,5
4260,1031,1
4260,2208,1
4260,2706,6
4260,2900,5
4260,3039,2
4260,3205,4
4260,3590,1
4260,3862,2
4260,5910,5
4260,6048,2
4261,1023,8
4261,1588,2
4261,1800,2
4261,1847,4
4261,2603,5
4261,3296,116
4261,3712,2
4261,3960,2
4261,4041,3
4261,4072,6
4261,5284,3
4261,5508,77
4261,6055,20
4261,6293,2
4262,1961,8
4262,4942,8
4263,722,9
4263,730,9
4263,3717,1
4263,4016,1
4263,6174,1
4263,6266,9
4264,289,6
4264,1127,3
4264,1850,3
4264,3180,3
4264,3719,3
4264,3803,3
4264,3986,3
4264,4250,3
4264,5176,2
4264,5508,7
4265,1221,2
4265,1605,2
4265,1922,5
4265,2974,1
4265,3778,1
4265,3846,2
4265,3856,1
4265,4013,2
4265,4314,1
4265,5325,2
4265,5905,3
4266,183,82
4266,438,2
4266,1097,105
4266,1389,30
4266,3245,2
4266,3570,10
4267,1961,2
4267,2890,1
4267,5461,2
4268,2084,1
4268,2092,1
4268,3039,4
4268,3862,1
4268,5576,1
4270,4072,2
4270,4270,75
4270,5576,1
4271,4072,2
4271,4271,15
4271,5576,1
4272,2208,4
4272,4176,41
4272,5795,9
4273,1521,4
4273,2077,3
4273,2536,1
4273,2611,1
4273,3862,2
4273,5222,4
4273,6055,6
4273,6434,1
4274,4816,3
4274,5461,3
4275,1851,1
4275,2231,1
4275,2553,1
4275,2735,6
4275,2749,11
4275,2817,1
4275,3061,6
4275,3127,5
4275,3257,22
4275,3299,6
4275,3416,11
4275,4049,6
4275,4060,21
4275,4867,7
4275,5164,1
4275,5214,13
4275,5710,6
4275,5910,33
4275,5947,1
4275,6370,2
4276,370,1
4276,3366,1
4276,6370,1
4277,2231,3
4277,4828,3
4277,4935,3
4277,5214,6
4278,352,3
4278,2618,2
4278,3677,3
4278,4072,3
4278,5725,15
4278,6250,3
4279,1742,22
4279,2979,25
4279,4420,9
4280,5214,4
4282,2512,2
4282,5925,1
4282,6593,1
4283,1026,12
4284,2059,9
4285,5508,4
4286,1026,6
4287,2749,3
4288,1926,4
4289,103,2
4289,505,2
4289,6262,2
4290,5053,1
4291,3003,1
4291,3028,11
4291,4428,14
4291,5434,1
4292,2719,2
4292,4292,5
4293,2553,3
4294,6289,4
4296,806,2
4296,1231,2
4296,2692,2
4296,2719,9
4296,4234,5
4296,6262,2
4297,658,4
4297,5340,3
4297,6414,3
4298,626,1
4298,1564,10
4298,3456,10
4298,4298,6
4298,6180,1
4299,2774,3
4299,3039,3
4299,3061,3
4299,5329,3
4300,1926,2
4300,2208,8
4301,5211,3
4302,573,3
4302,1047,2
4302,1082,2
4302,1223,12
4302,2214,3
4302,2355,2
4302,2588,21
4302,3009,3
4302,3346,3
4302,3429,4
4302,3444,18
4302,3496,3
4302,3605,1
4302,3626,6
4302,3774,7
4302,3896,29
4302,4302,15
4302,4377,2
4302,4390,1
4302,4521,5
4302,4823,12
4302,5006,3
4302,5044,4
4302,5079,2
4302,5166,12
4302,5200,22
4302,5659,2
4302,5696,1
4302,5908,14
4302,5909,1
4302,5946,10
4302,6123,3
4302,6186,5
4302,6210,9
4302,6385,1
4303,321,12
4303,1026,2
4303,3203,2
4303,3862,1
4303,4039,2
4303,4072,2
4303,4303,2
4303,4320,2
4303,5508,8
4303,5529,1
4303,5838,1
4303,5967,1
4303,6055,12
4303,6306,1
4304,488,2
4304,1519,1
4304,2291,6
4304,2749,1
4304,2766,3
4304,3039,3
4304,3061,3
4304,3343,3
4304,4036,3
4304,4072,3
4304,4352,1
4304,5214,6
4304,5461,3
4304,5508,10
4304,5910,3
4304,6092,2
4305,1280,4
4305,1342,10
4305,1436,2
4305,3005,2
4305,4127,6
4305,5340,2
4305,5587,2
4305,5817,39
4305,5867,4
4305,5986,2
4305,6452,6
4307,544,6
4308,3850,2
4308,4072,3
4308,6055,6
4309,247,3
4309,652,2
4309,722,2
4309,1374,9
4309,1798,2
4309,1926,10
4309,2208,6
4309,2423,2
4309,3783,6
4309,4151,6
4309,4309,2
4309,4784,6
4309,5250,6
4309,6239,3
4310,171,2
4310,489,1
4310,544,3
4310,1455,8
4310,1652,3
4310,2076,3
4310,2719,31
4310,3028,3
4310,4032,2
4310,4033,1
4310,4072,26
4310,4362,1
4310,4941,3
4310,6055,2
4311,1390,1
4311,1487,1
4311,2749,1
4311,3416,1
4312,1049,2
4312,1601,1
4312,2746,2
4312,2767,9
4312,3214,57
4312,3583,4
4312,3786,66
4312,4199,2
4312,4357,1
4312,4375,1
4312,4621,5
4312,4896,24
4312,4943,1
4312,5122,1
4312,5583,1
4312,5616,36
4312,6426,1
4313,3003,3
4313,4313,1
4314,971,1
4314,1241,9
4314,1934,2
4314,2187,1
4314,2766,7
4314,3028,27
4314,3120,3
4314,3778,3
4314,4149,6
4314,4526,3
4314,5025,5
4314,5481,3
4314,6101,3
4315,1026,14
4316,4316,1
4317,267,3
4318,1014,1
4318,2077,1
4318,2974,1
4319,1447,6
4319,2512,2
4319,3001,6
4319,4067,6
4319,5214,8
4319,5850,6
4319,5910,12
4320,321,4
4320,1426,1
4320,2665,1
4320,3242,1
4320,3862,3
4321,286,13
4321,729,7
4321,1419,5
4321,1426,2
4321,3039,11
4321,3115,3
4321,3290,2
4321,3862,2
4321,3895,4
4321,4043,2
4321,4072,9
4321,4805,2
4321,5887,2
4322,3416,1
4322,5910,6
4323,4072,5
4324,596,6
4324,1417,5
4324,3008,10
4324,3416,4
4324,3593,5
4324,5910,6
4325,2749,3
4325,3416,3
4326,321,4
4327,288,50
4327,1150,53
4327,1648,11
4327,2194,1
4327,3170,12
4327,3352,8
4327,3608,3
4327,5889,1
4328,1458,1
4328,2037,10
4328,3837,10
4328,4036,1
4328,5222,10
4328,5461,1
4329,1455,2
4329,2719,2
4330,1320,3
4330,1327,32
4330,2208,16
4330,2890,6
4330,3205,6
4330,4077,4
4330,4844,2
4330,6345,2
4331,2749,1
4331,3416,13
4332,288,1
4332,892,6
4332,4591,2
4332,4698,2
4332,6181,1
4332,6244,1
4332,6470,6
4332,6592,2
4333,2749,6
4334,3039,2
4334,3440,1
4334,3862,1
4334,4036,1
4335,4022,44
4336,768,3
4336,1684,3
4336,1710,8
4336,3860,2
4336,4072,2
4336,5340,3
4336,5817,3
4336,5908,3
4337,1327,2
4337,1374,4
4337,4108,15
4337,4259,4
4337,5317,3
4338,4,2
4338,488,3
4338,722,3
4338,730,9
4338,2200,3
4338,2765,5
4338,2774,3
4338,2811,3
4338,3546,3
4338,4425,3
4338,4816,2
4338,5461,37
4338,5731,16
4338,5807,3
4338,5876,3
4338,6055,6
4338,6092,3
4338,6504,3
4339,645,2
4339,1691,1
4339,1789,2
4339,3795,2
4339,4381,1
4339,4886,2
4339,5574,2
4339,6055,48
4340,3028,3
4340,3527,1
4340,5288,2
4341,595,3
4341,2719,2
4341,3197,2
4341,4100,2
4341,4143,3
4341,4587,2
4342,2291,2
4342,3416,2
4342,5340,1
4343,159,3
4343,1374,42
4343,1919,2
4343,2974,3
4343,3263,3
4343,4147,3
4343,5250,1
4343,5708,1
4343,5860,1
4343,6239,3
4344,1859,1
4344,3039,1
4344,4415,1
4344,6012,1
4345,529,1
4345,1367,1
4345,1384,3
4345,1925,1
4345,2153,1
4345,2550,1
4345,2569,4
4345,2825,3
4345,3024,6
4345,3320,6
4345,3444,2
4345,3496,1
4345,3774,10
4345,3860,2
4345,5200,1
4345,5340,30
4345,5852,1
4345,6210,1
4345,6354,1
4346,1649,8
4346,1665,2
4346,2944,1
4346,3434,1
4346,3885,2
4346,5513,1
4346,5980,1
4346,6179,8
4347,1052,2
4347,1327,2
4347,4043,2
4347,4072,7
4347,4855,1
4347,6306,2
4348,3726,1
4348,4431,4
4348,5222,1
4348,5461,4
4349,2749,2
4349,3442,2
4350,1021,1
4350,1037,1
4350,2445,2
4351,2648,3
4351,5925,3
4351,6185,3
4351,6414,6
4351,6442,3
4352,2766,3
4352,3223,1
4352,3994,1
4352,5213,7
4353,1648,3
4353,3170,2
4354,1919,48
4354,3883,33
4354,5857,30
4355,661,6
4355,774,2
4355,2766,4
4355,6055,18
4356,3059,3
4356,3608,3
4356,6530,3
4357,1049,5
4357,2746,5
4357,4621,1
4357,4943,1
4358,868,2
4358,5872,2
4359,597,2
4359,1097,3
4359,1403,3
4359,2186,4
4359,2188,1
4359,3277,1
4359,4359,1
4359,5417,3
4359,6591,3
4360,2768,10
4360,4060,6
4360,4195,4
4360,4382,1
4360,4933,10
4360,5910,88
4361,2890,1
4361,5214,1
4362,171,4
4362,1010,3
4362,1419,9
4362,1430,44
4362,1458,1
4362,1752,1
4362,1847,11
4362,2291,2
4362,2350,12
4362,2441,1
4362,2558,4
4362,2572,58
4362,2607,1
4362,2719,138
4362,2777,15
4362,2803,2
4362,2912,2
4362,3039,4
4362,3528,14
4362,3797,26
4362,3862,2
4362,4064,4
4362,4274,3
4362,4362,4
4362,4441,7
4362,4867,3
4362,4941,2
4362,5038,3
4362,5213,9
4362,5214,47
4362,5222,60
4362,5284,2
4362,5292,1
4362,5293,3
4362,5307,6
4362,5318,22
4362,5461,3
4362,5485,4
4362,5910,30
4362,5982,41
4362,6179,2
4362,6306,5
4362,6397,5
4362,6414,4
4362,6457,4
4362,6500,2
4362,6521,22
4363,609,4
4363,1386,1
4363,2407,1
4363,3214,1
4363,3296,3
4363,3786,2
4363,4363,1
4363,4943,1
4363,5603,1
4364,787,3
4364,1374,3
4364,1413,3
4364,1919,3
4364,3211,3
4364,4189,3
4364,4784,3
4364,6529,3
4365,1086,1
4365,2719,2
4365,3476,1
4365,4032,2
4365,5982,2
4366,2719,2
4367,2909,2
4368,5817,2
4369,2749,4
4370,1040,6
4371,595,3
4371,1406,3
4371,1463,6
4371,1756,3
4371,2749,2
4371,2762,3
4371,3608,12
4371,5186,12
4372,556,4
4373,1069,3
4373,4136,3
4374,2774,2
4374,3547,2
4374,4374,2
4375,653,1
4375,2227,2
4375,4312,1
4375,4602,1
4375,5211,16
4376,3896,2
4376,4376,2
4376,5696,1
4376,5877,2
4377,293,3
4377,646,2
4377,1325,4
4377,2214,2
4377,2762,3
4377,3009,1
4377,3379,2
4377,3429,2
4377,3605,2
4377,3896,7
4377,4143,2
4377,4302,4
4377,4890,1
4377,5068,2
4377,5166,2
4377,5877,2
4377,5880,2
4377,5896,1
4377,5908,3
4377,5946,2
4377,6085,2
4377,6146,2
4377,6222,1
4378,858,2
4378,4072,3
4379,2719,4
4380,775,12
4380,1147,4
4380,1779,3
4380,3047,2
4380,3593,3
4380,3885,1
4380,4043,2
4380,4918,6
4380,5213,2
4380,5272,2
4380,5276,6
4380,5318,6
4380,5845,1
4381,829,2
4381,835,1
4381,2372,1
4381,2632,2
4381,3054,1
4381,3457,1
4381,5461,2
4381,5560,1
4381,5731,1
4381,6055,2
4382,168,21
4382,234,6
4382,254,2
4382,266,24
4382,267,4
4382,296,23
4382,299,1
4382,301,3
4382,310,2
4382,331,4
4382,358,2
4382,365,2
4382,366,1
4382,372,1
4382,382,8
4382,465,3
4382,476,6
4382,535,5
4382,547,1
4382,564,2
4382,620,2
4382,679,2
4382,755,24
4382,768,3
4382,794,2
4382,859,2
4382,872,1
4382,900,23
4382,959,4
4382,1066,2
4382,1106,9
4382,1165,8
4382,1289,7
4382,1313,2
4382,1330,11
4382,1340,1
4382,1357,7
4382,1358,2
4382,1367,2
4382,1413,10
4382,1427,1
4382,1449,6
4382,1454,63
4382,1489,8
4382,1527,12
4382,1597,29
4382,1599,5
4382,1608,2
4382,1652,2
4382,1669,1
4382,1680,2
4382,1706,1
4382,1711,8
4382,1759,2
4382,1779,1
4382,1841,1
4382,1847,8
4382,1865,3
4382,1938,1
4382,1976,1
4382,2012,6
4382,2029,20
4382,2052,86
4382,2066,47
4382,2068,4
4382,2114,1
4382,2133,8
4382,2148,4
4382,2175,6
4382,2186,1
4382,2192,2
4382,2193,1
4382,2217,2
4382,2229,19
4382,2232,2
4382,2265,2
4382,2289,2
4382,2291,1
4382,2372,22
4382,2500,1
4382,2512,2
4382,2547,4
4382,2553,1
4382,2594,6
4382,2597,2
4382,2601,1
4382,2618,1
4382,2624,2
4382,2697,4
4382,2709,2
4382,2716,1
4382,2727,2
4382,2766,4
4382,2774,1
4382,2812,3
4382,2881,1
4382,2957,1
4382,2998,1
4382,3001,1
4382,3008,1
4382,3039,5
4382,3047,2
4382,3058,2
4382,3075,2
4382,3101,6
4382,3192,5
4382,3200,2
4382,3243,8
4382,3252,4
4382,3257,3
4382,3261,4
4382,3272,2
4382,3274,2
4382,3281,2
4382,3291,4
4382,3315,11
4382,3342,4
4382,3388,4
4382,3391,1
4382,3471,11
4382,3491,6
4382,3492,2
4382,3524,26
4382,3538,39
4382,3551,2
4382,3599,1
4382,3600,1
4382,3633,1
4382,3643,2
4382,3712,5
4382,3732,1
4382,3753,1
4382,3797,2
4382,3821,38
4382,3862,11
4382,3965,4
4382,3995,2
4382,4029,2
4382,4039,14
4382,4043,20
4382,4045,7
4382,4072,4
4382,4093,2
4382,4124,1
4382,4140,16
4382,4194,2
4382,4195,1
4382,4262,1
4382,4360,1
4382,4380,3
4382,4382,16
4382,4424,1
4382,4464,2
4382,4465,1
4382,4504,18
4382,4622,11
4382,4692,1
4382,4697,4
4382,4767,12
4382,4806,1
4382,4859,1
4382,4917,12
4382,4954,3
4382,5098,1
4382,5180,2
4382,5213,15
4382,5227,36
4382,5276,5
4382,5302,8
4382,5316,1
4382,5355,2
4382,5375,1
4382,5442,17
4382,5461,3
4382,5484,4
4382,5514,3
4382,5519,1
4382,5564,4
4382,5586,6
4382,5637,2
4382,5643,16
4382,5660,22
4382,5692,13
4382,5693,7
4382,5743,1
4382,5910,2
4382,5956,1
4382,5969,3
4382,6054,2
4382,6061,1
4382,6063,12
4382,6087,2
4382,6100,4
4382,6121,4
4382,6122,1
4382,6197,8
4382,6300,2
4382,6312,32
4382,6337,268
4382,6397,1
4382,6501,2
4383,2719,4
4384,3416,1
4384,3444,1
4384,4585,1
4385,570,4
4385,1843,2
4385,2719,4
4385,2749,1
4385,3416,3
4386,301,1
4386,1447,2
4386,2553,1
4386,2719,4
4386,3343,4
4386,4382,1
4386,4386,1
4386,5279,2
4387,1710,1
4387,2870,15
4387,2998,5
4387,4043,1
4389,3123,3
4389,4194,3
4390,226,1
4390,446,57
4390,551,1
4390,586,6
4390,606,4
4390,646,4
4390,840,3
4390,913,1
4390,1084,16
4390,1223,3
4390,1308,16
4390,1321,4
4390,1367,2
4390,1384,7
4390,1524,1
4390,1560,30
4390,1634,3
4390,1756,6
4390,1834,14
4390,2065,2
4390,2241,1
4390,2296,1
4390,2588,7
4390,2642,4
4390,2705,3
4390,2719,1
4390,2730,1
4390,2762,36
4390,2893,4
4390,2895,79
4390,2920,1
4390,3197,4
4390,3251,1
4390,3344,1
4390,3444,110
4390,3450,1
4390,3469,7
4390,3486,1
4390,3496,189
4390,3542,2
4390,3626,1
4390,3767,9
4390,3774,8
4390,3833,18
4390,3851,26
4390,3896,2
4390,3938,4
4390,4005,8
4390,4054,14
4390,4250,1
4390,4302,2
4390,4390,15
4390,4445,3
4390,4608,3
4390,4823,4
4390,4894,7
4390,5068,1
4390,5072,3
4390,5200,8
4390,5303,3
4390,5306,1
4390,5340,7
4390,5358,6
4390,5432,1
4390,5492,1
4390,5653,4
4390,5696,9
4390,5908,207
4390,5983,1
4390,5989,6
4390,6081,7
4390,6085,3
4390,6089,2
4390,6123,2
4390,6210,42
4390,6289,2
4390,6292,1
4390,6301,1
4391,4441,2
4392,3608,3
4392,5429,3
4393,1566,1
4393,1961,2
4393,2995,1
4393,3028,7
4393,3416,1
4393,4428,499
4394,544,9
4394,738,3
4394,779,3
4394,841,3
4394,1460,4
4394,4415,2
4394,4434,3
4394,4852,2
4394,5567,6
4395,1847,5
4395,2719,2
4395,3795,1
4395,5583,2
4395,5681,2
4396,2749,2
4397,2774,3
4397,4431,3
4398,168,15
4398,1023,6
4398,2774,6
4398,3003,6
4398,3454,6
4398,5220,9
4398,5461,15
4399,1335,3
4399,5361,6
4399,5575,3
4399,5899,6
4399,6356,3
4400,1760,3
4400,2651,3
4402,1648,8
4402,3036,5
4402,3170,12
4402,3352,3
4402,5410,2
4402,5418,2
4403,2654,6
4403,3999,13
4403,5067,1
4403,6405,1
4404,2208,5
4406,2521,12
4406,3123,6
4406,4036,6
4406,4319,6
4406,5910,29
